"model","label","term","estimate","std_error","statistic","p_value"
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6670",4.65343161429191e-05,35802.8799936816,1.29973667345005e-09,0.99999999896296
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6672",22.6647273458462,29233.174674003,0.000775308450026194,0.999381393419838
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6674",43.1321835889412,35802.8800467554,0.00120471268044957,0.999038778584575
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6675",19.6202049081226,29233.1746707448,0.000671162305466521,0.99946448999888
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6676",20.4675027685102,29233.1746740032,0.000700146425995659,0.999441364022038
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6770",4.65343184116577e-05,33755.3498568041,1.37857609561341e-09,0.999999998900055
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6771",4.65343159720195e-05,32023.2038754498,1.45314366897856e-09,0.999999998840559
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6772",21.1606499490699,29233.174665451,0.000723857404857176,0.999422445402879
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6773",21.566115057178,29233.1746683015,0.000737727438154804,0.999411378720408
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6774",24.2741652582803,29233.1746694419,0.000830363637639897,0.999337465749812
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6851",20.8729678766181,29233.1746768535,0.000714016459291541,0.99943029733938
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6853",4.65343435529485e-05,41341.4311734484,1.12561036790703e-09,0.999999999101893
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6870",4.65343176121486e-05,35802.8799936405,1.29973671448817e-09,0.99999999896296
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6871",20.1798206960581,29233.1746725775,0.000690305480745066,0.999449215958419
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6872",43.1321835656418,32683.5180930235,0.00131969218989459,0.998947038282308
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6873",43.1321835891421,41341.4312678219,0.00104331616652842,0.999167554289712
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6874",43.1321835962577,41341.4313405314,0.0010433161648656,0.999167554291038
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6949",4.65343180614993e-05,35802.8799936605,1.29973672703813e-09,0.99999999896296
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6950",4.65343137880677e-05,41341.4311737709,1.12560964792122e-09,0.999999999101893
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6953",4.65343234700036e-05,41341.4311737261,1.12560988211694e-09,0.999999999101893
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6971",4.65343131792589e-05,35802.8799936866,1.29973659067272e-09,0.99999999896296
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6972",21.566115057178,29233.1746854054,0.000737727437723171,0.999411378720752
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)6973",43.1321835898274,35802.8800520658,0.00120471268029564,0.999038778584697
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7049",4.65342958644173e-05,35802.8799936881,1.29973610705678e-09,0.999999998962961
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7050",21.566115057178,29233.1746854054,0.000737727437723171,0.999411378720752
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7051",21.8537971296298,29233.1746611749,0.000747568383623219,0.99940352678412
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7052",4.65343149680471e-05,32023.2038754529,1.45314363762701e-09,0.999999998840559
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7053",22.259262237738,29233.1746768536,0.000761438416586434,0.999392460102111
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7069",18.9270577275628,29233.1746695233,0.000647451326841178,0.999483408618534
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7070",4.65341698831613e-05,30336.6444238822,1.53392607412202e-09,0.999999998776104
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7072",4.65343158414969e-05,32683.5181400713,1.42378539672704e-09,0.999999998863984
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7073",4.65343191917067e-05,35802.8799936567,1.29973675860577e-09,0.99999999896296
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7151",23.2400914907497,29233.174657968,0.000794990341030758,0.999365689547719
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7152",43.1321835592293,31575.3237371857,0.00136600922664281,0.998910082667108
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7153",22.0361186864238,29233.1746567566,0.000753805186920767,0.999398550536462
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7154",23.1755529696122,29233.1746717225,0.000792782625556921,0.999367451049255
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7155",43.1321835593076,41341.4309594649,0.00104331617358863,0.999167554284078
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7169",21.1606499490698,29233.1746654508,0.000723857404857176,0.999422445402879
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7170",21.2784329847262,29233.1746611749,0.000727886493046082,0.999419230656465
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7171",4.6534293924212e-05,31006.3772327834,1.5007975157772e-09,0.999999998802537
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7249",4.65343254267669e-05,35802.8799936102,1.29973693275714e-09,0.99999999896296
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7250",43.1321835958472,35802.8800879493,0.00120471267925635,0.999038778585527
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7251",43.1321835891588,31575.3238046759,0.00136600922467093,0.998910082668682
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7252",4.65343223000021e-05,31251.4798109383,1.48902780225193e-09,0.999999998811928
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7253",21.7202657370053,29233.1746564918,0.000743000580410171,0.999407171362768
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7254",22.6647273458461,29233.1746587995,0.000775308450429411,0.999381393419517
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7350",43.1321835958747,41341.4313373934,0.00104331616493553,0.999167554290983
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7351",20.0620376604018,29233.1746616501,0.000686276392920144,0.999452430704628
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7352",43.1321835598903,31575.3237386814,0.00136600922659903,0.998910082667143
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7353",43.1321835898622,32683.5181721559,0.00131969218744045,0.998947038284267
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7451",4.65342963540694e-05,31575.3237841377,1.47375515995331e-09,0.999999998824114
"tel_mapping_field","Mapping field as a fixed effect","as.factor(SITMAP)7452",43.1321835906064,41341.4312817457,0.00104331616621245,0.999167554289964
"tel_random_only","Year and site random effects only","(Intercept)",-1.89521921836391,0.214979455121019,-8.81581552663732,1.18816981276946e-18
"tel_area_null","Null model on records with a positive site area","(Intercept)",-2.06676664648751,0.312816147395633,-6.60696918523704,3.92267648573526e-11
"tel_area","Site area (selected habitat model)","(Intercept)",-2.00960559823979,0.384601937330545,-5.22515724228565,1.74007172998508e-07
"tel_area","Site area (selected habitat model)","log10(AREA_SITE)",-0.0241453180700843,0.0967757282588427,-0.249497663355254,0.802975848140845
"tel_area_null_glm","Intercept-only model on records with a positive site area","(Intercept)",-1.79012414588723,0.106960645939925,-16.7362877267277,7.12983431226553e-63
"tel_plant_area_subset","Host plant abundance, records with a positive site area","(Intercept)",-12.7126711012961,10.9657461038025,-1.15930744528982,0.246330888019761
"tel_plant_area_subset","Host plant abundance, records with a positive site area","PLANT_QUANT",0.616797167927705,6.06293090704706,0.101732508152252,0.918968998226598
"tel_plant","Host plant abundance, all records","(Intercept)",-12.5543754946489,7.83956509132178,-1.60141224014408,0.109285643482298
"tel_plant","Host plant abundance, all records","PLANT_QUANT",0.495457516725111,4.45364257423028,0.111247705325958,0.911419923000058
"tel_plant_poly","Host plant abundance, quadratic","(Intercept)",-11.8321828411371,3.04556360312552,-3.8850552419901,0.000102306622975093
"tel_plant_poly","Host plant abundance, quadratic","poly(PLANT_QUANT, 2)1",11.7082745002532,101.605351964195,0.115232852147189,0.908260559861721
"tel_plant_poly","Host plant abundance, quadratic","poly(PLANT_QUANT, 2)2",-2.91168183098663,92.3807023397678,-0.0315182906953633,0.974856205525517
"tel_mow_null","Null model on records where mowing was assessed","(Intercept)",-1.78405686435838,0.268493039568035,-6.64470433657668,3.03826339100653e-11
"tel_timing_mow_subset","Mowing timing, records where mowing was assessed","(Intercept)",-2.462694713374,0.383719632975098,-6.41795337465523,1.3811854023957e-10
"tel_timing_mow_subset","Mowing timing, records where mowing was assessed","as.factor(TIMING)1",0.865745807471508,0.29511425282237,2.93359537600037,0.00335060692825481
"tel_method_mow_subset","Mowing method, records where mowing was assessed","(Intercept)",-1.99388757563666,0.302871323350773,-6.58328280663078,4.60172634125503e-11
"tel_method_mow_subset","Mowing method, records where mowing was assessed","as.factor(METHOD)1",0.423578135568998,0.223380553345119,1.89621759470968,0.0579312775354967
"tel_method_timing_mow_subset","Mowing method by timing, records where mowing was assessed","(Intercept)",-2.49207367664407,0.412158930050027,-6.04639010573321,1.48127185978474e-09
"tel_method_timing_mow_subset","Mowing method by timing, records where mowing was assessed","as.factor(METHOD)1",0.176051097724409,0.583136610229003,0.301903695697089,0.762725478384832
"tel_method_timing_mow_subset","Mowing method by timing, records where mowing was assessed","as.factor(TIMING)1",0.75712612622419,0.372152689177944,2.03445023572616,0.0419062212351878
"tel_method_timing_mow_subset","Mowing method by timing, records where mowing was assessed","as.factor(METHOD)1:as.factor(TIMING)1",0.0654355809412374,0.637773502584031,0.102600030694464,0.918280418478812
"tel_mow_null_glm","Intercept-only model on records where mowing was assessed","(Intercept)",-1.6548209182771,0.103126276762962,-16.046549630418,6.04315395612616e-58
"tel_graze_null","Null model on records where grazing was assessed","(Intercept)",-0.117783026852865,0.485912659374214,-0.2423954687753,0.808473745100528
"tel_graze","Grazing present","(Intercept)",-11.841937571934,3.01585816343507,-3.92655653223624,8.61706462154383e-05
"tel_graze","Grazing present","as.factor(GRAZE)1",21.6189495273039,14.126770256465,1.53035330332566,0.125929300951419
"tel_graze_method","Grazing intensity","(Intercept)",-0.405465107754725,0.912870929143016,-0.444164771612748,0.656923459977746
"tel_graze_method","Grazing intensity","as.factor(GRAZE_MET)1",0.405465107754725,1.08012344970738,0.375387746525243,0.707372116584966
"tel_method","Mowing method, all records","(Intercept)",-2.01068638074631,0.299802701022124,-6.70669868513937,1.99076732454163e-11
"tel_method","Mowing method, all records","as.factor(METHOD)1",0.46102287113587,0.222106241252629,2.07568625057903,0.0379229784156924
"tel_timing","Mowing timing, all records","(Intercept)",-2.40929993056745,0.346911743907458,-6.94499385760243,3.78476791599391e-12
"tel_timing","Mowing timing, all records","as.factor(TIMING)1",0.941017050170816,0.27132606515281,3.46821470926812,0.000523928500728226
"tel_method_timing","Mowing method by timing, all records","(Intercept)",-2.49207367664407,0.412158930050027,-6.04639010573321,1.48127185978474e-09
"tel_method_timing","Mowing method by timing, all records","as.factor(METHOD)1",0.176051097724409,0.583136610229003,0.301903695697089,0.762725478384832
"tel_method_timing","Mowing method by timing, all records","as.factor(TIMING)1",0.75712612622419,0.372152689177944,2.03445023572616,0.0419062212351878
"tel_method_timing","Mowing method by timing, all records","as.factor(METHOD)1:as.factor(TIMING)1",0.0654355809412374,0.637773502584031,0.102600030694464,0.918280418478812
"tel_protect","Any protection","(Intercept)",-2.3681530020814,0.251043519292879,-9.43323694932191,3.97624693494835e-21
"tel_protect","Any protection","as.factor(PROTECT)1",1.6059561687564,0.189425314096943,8.47804411154105,2.2901114595479e-17
"tel_evl","Natura 2000 membership","(Intercept)",-2.30328482697898,0.24329022387967,-9.46723131841981,2.87359204328436e-21
"tel_evl","Natura 2000 membership","as.factor(EVL)1",1.53155093354356,0.189899038875115,8.06507996362621,7.31879466957421e-16
"tel_evl_target","Natura 2000 designated for Phengaris","(Intercept)",-2.10883842998229,0.239988395222721,-8.7872516836707,1.53263160847784e-18
"tel_evl_target","Natura 2000 designated for Phengaris","as.factor(EVL_target)1",1.47925298483583,0.258428029840921,5.72404234071051,1.04018807822295e-08
"tel_evl_combined","Natura 2000 membership and designation (selected protection model)","(Intercept)",-2.31531372293198,0.247962764813319,-9.33734435763003,9.87805688800829e-21
"tel_evl_combined","Natura 2000 membership and designation (selected protection model)","as.factor(EVL)1",1.41097598909201,0.221912592505484,6.3582511166289,2.04063681330026e-10
"tel_evl_combined","Natura 2000 membership and designation (selected protection model)","as.factor(EVL_target)1",0.285961594622915,0.281820299366584,1.01469480823645,0.310251329723213
"tel_protection_combined","Natura 2000 membership, designation and small-scale protection","(Intercept)",-2.32898650720328,0.250983154754574,-9.27945347360346,1.70350090407209e-20
"tel_protection_combined","Natura 2000 membership, designation and small-scale protection","as.factor(EVL)1",1.34412413911028,0.233580155777146,5.75444491266065,8.69269446440464e-09
"tel_protection_combined","Natura 2000 membership, designation and small-scale protection","as.factor(EVL_target)1",0.280268826227757,0.2825960914756,0.991764694141056,0.321312324045842
"tel_protection_combined","Natura 2000 membership, designation and small-scale protection","as.factor(MZCHU)1",0.241286434012986,0.268576392041056,0.898390331999476,0.368977488938923
"tel_mzchu","Small-scale protected area","(Intercept)",-1.99426743274213,0.208271922732378,-9.57530619864058,1.01555928679003e-21
"tel_mzchu","Small-scale protected area","as.factor(MZCHU)1",1.14314732484567,0.244281151051379,4.67963786778307,2.87382058854377e-06
"tel_fsb","Habitat quality evaluation, all levels","(Intercept)",-2.26350677269093,0.184268286021431,-12.2837565897133,1.10734482847206e-34
"tel_fsb","Habitat quality evaluation, all levels","as.factor(FSB)K",0.690768609845268,0.461371291899237,1.49720761125322,0.134339245522825
"tel_fsb","Habitat quality evaluation, all levels","as.factor(FSB)L",-0.209090445260294,0.788835834149305,-0.265062052468472,0.790961659779615
"tel_fsb","Habitat quality evaluation, all levels","as.factor(FSB)M",-21.8644566200765,36571.849339614,-0.000597849357221137,0.999522985256603
"tel_fsb","Habitat quality evaluation, all levels","as.factor(FSB)moz.",0.528820661945101,0.334575514855492,1.58057191415668,0.113975951807845
"tel_fsb","Habitat quality evaluation, all levels","as.factor(FSB)R",1.50069814017301,1.27573940719142,1.17633595992526,0.239460651396492
"tel_fsb","Habitat quality evaluation, all levels","as.factor(FSB)T",0.910257581861419,0.206733094221881,4.40305692365087,1.06736145676974e-05
"tel_fsb","Habitat quality evaluation, all levels","as.factor(FSB)V",0.183446200076849,1.13096027261374,0.162203929279399,0.871145265659835
"tel_fsb","Habitat quality evaluation, all levels","as.factor(FSB)X",0.60744342439012,0.2156370105973,2.81697201564584,0.00484787494735096
"tel_fsb_subset","Habitat quality evaluation, T / X / mosaic only","(Intercept)",-1.73605177196386,0.37518443172273,-4.62719565412788,3.70650327890416e-06
"tel_fsb_subset","Habitat quality evaluation, T / X / mosaic only","as.factor(FSB)T",0.367202248321882,0.337860554890517,1.0868455728455,0.277105063320668
"tel_fsb_subset","Habitat quality evaluation, T / X / mosaic only","as.factor(FSB)X",0.049478153232944,0.344657117935167,0.143557613228378,0.885849813603279
"tel_het_inner","Within-site habitat heterogeneity","(Intercept)",-1.89239842485297,0.264395257696174,-7.15745978707226,8.21856868885468e-13
"tel_het_inner","Within-site habitat heterogeneity","HET_INN",-0.00257940452500155,0.140817180105091,-0.0183173993618999,0.985385647111604
"tel_het_inner_dup_year","Within-site habitat heterogeneity, year term repeated","(Intercept)",-1.89239491223132,0.264402476508496,-7.15725108637743,8.23108574728094e-13
"tel_het_inner_dup_year","Within-site habitat heterogeneity, year term repeated","HET_INN",-0.00257643689313889,0.140817382554175,-0.018296298698406,0.985402480184268
"tel_het_outer","Between-habitat heterogeneity","(Intercept)",-1.852274361007,0.368670324898422,-5.0242024809492,5.05528810370084e-07
"tel_het_outer","Between-habitat heterogeneity","HET_OUT",-0.0401688019872918,0.281769545323086,-0.142559061665919,0.886638431215044
